DISTRICT,IN_TEST,DATE,_1_1,_10_13,_16_1,_16_2_1,_16_2_2,_16_3_1,_16_3_2,_16_3_3,_16_3_4,_16_3_5,_16_7_3,_4_4_2,_4_4_3,_9_1_10,_9_1_11,_9_1_12,_9_1_14,_9_1_15,_9_1_16,_9_1_2,_9_1_3,_9_1_4,_9_1_5,_9_1_6,_9_1_7,_9_1_8,_9_1_9,_9_3_2,_9_4_2,_9_4_4,_9_7_1,_9_7_2,_9_7_3
Araria,Yes,Y200804,1521,,,,,,,,,,,,2096,2913,2976,3012,,,,2702,2913,2976,3012,,,,2096,3242,,3327,2152,2125,
Araria,Yes,Y200805,,,,,,,,,,,,13,1576,3123,3104,2906,,,,2912,3123,3104,2906,,,,2946,3112,,3216,,,
Araria,Yes,Y200806,1901,,,,,,,,,,,9,1648,3142,3113,2812,,,,2779,3142,3113,2812,,,,2912,3216,,2812,2125,2125,
Araria,Yes,Y200807,2016,,,,,,,,,,,,1827,3016,3028,2976,,,,2812,3016,3028,2976,,,,2812,3341,,2216,2125,2125,1742
Araria,Yes,Y200808,2453,,,,,,,,,,,,,3132,3216,2958,,,,2916,3132,3216,2958,,,,2928,3412,,2315,2125,2125,
Araria,Yes,Y200809,3642,,,,,,,,,,,,3486,3236,3341,2928,,,,2876,3236,3341,2928,,,,2168,3562,,1341,2125,2125,2060
Araria,Yes,Y200810,4213,,,,,,,,,,,,3959,3342,3361,3276,,,,3126,3342,3361,3276,,,,3106,3514,,1296,2125,2125,2060
Araria,Yes,Y200811,3388,,,,,,,,,,,,,,,,,,,725,,,,,,,,,,,,,
Araria,Yes,Y200812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araria,Yes,Y200901,4016,,,,,,,,,,,,,3416,3437,3478,,,,3664,3416,3437,3478,,,,3664,4209,,1472,2125,2125,
Araria,Yes,Y200902,2836,,,,,,,,,,,,,3352,3416,3472,,,,3227,3352,3416,3472,,,,3227,3798,,1578,2125,2120,1998
Araria,Yes,Y200903,2379,,,,,,,,,,,18,2220,2220,2243,2224,,,,2245,2220,2243,2224,,,,2245,,,1378,2125,2125,
Araria,Yes,Y200904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araria,Yes,Y200905,,,,,,,,,,,,26,1894,2897,3076,2958,,,,2906,2902,3076,2958,,,,2903,3214,,3182,,,
Araria,Yes,Y200906,2418,,,,,,,,,,,7,1986,2907,3016,2896,,,,2912,2903,3016,2913,,,,2912,3149,,2762,2125,2109,
Araria,Yes,Y200907,2661,,,,,,,,,,,213,1141,4351,4758,4370,,,,2519,4347,4783,4415,,,,2222,3066,,2938,935,748,889
Araria,Yes,Y200908,2762,,,,,,,,,,,21,3398,2864,2960,2971,,,,2872,2864,2958,2983,,,,2872,3392,,1592,2125,2109,1851
Araria,Yes,Y200909,2856,,,,,,,,,,,25,4689,2832,2955,2953,,,,2837,2835,2946,2974,,,,2834,3263,,1379,2125,2014,
Araria,Yes,Y200910,6094,,,,,,,,,,,471,1322,5119,4864,4077,628,495,,4538,5308,4591,4787,,,,3659,4274,,3737,1036,874,1302
Araria,Yes,Y200911,3508,,,,,,,,,,,68,2853,2429,2501,2445,,,,2713,2566,2572,2392,,,,2521,1982,,1477,446,438,322
Araria,Yes,Y200912,2528,27,,,,,,,,,,298,1821,7005,6886,5470,,,,6907,7024,6828,5405,,,,4338,4765,,2827,1260,1011,771
Araria,Yes,Y201001,1425,19,1,,,,,,,,8,49,305,3663,3746,3488,,,,3661,3762,3882,3264,,,,2934,2504,,1871,1178,634,992
Araria,Yes,Y201002,3122,3,,,,,,,,,,249,600,6892,6748,5688,,,,5567,6490,6953,6551,,,,3524,4614,,4052,1407,953,1023
Araria,Yes,Y201003,3385,,,,,,,,,,,137,887,4461,5056,4918,,,,3638,4355,4521,4420,,,,3583,3843,,3623,1136,999,1325
Araria,Yes,Y201004,2509,13,,,,,,,,,,62,675,4292,4895,4930,,,,3900,4571,5217,5020,,,,2438,3779,,3144,1121,943,1260
Araria,Yes,Y201005,4840,,,,,,,,,,,105,1523,4555,5348,5113,,,,4276,4794,5370,5118,,,,3769,5217,,3180,1345,1147,648
Araria,Yes,Y201006,4098,,,,,,,,,,,127,1367,4194,4550,4538,,,,3818,4194,4550,4538,,,,3818,4318,,3281,1538,1283,891
Araria,Yes,Y201007,4411,,,,,,,,,,,142,1540,5304,5990,5666,,,,4221,5304,5990,5666,,,,3685,5594,,4165,1757,1356,1080
Araria,Yes,Y201008,5230,116,,,,,,,,,,118,1653,5290,5560,5719,,,,4260,5290,4753,5719,,,,3406,5312,,4022,1828,1433,1213
Araria,Yes,Y201009,4576,112,,,,,,,,,,365,1925,4261,4461,4484,,,,3365,4383,4566,4572,,,,3483,4789,,3480,2559,2018,1511
Araria,Yes,Y201010,5112,102,,,,,,,,,,136,2763,5272,4334,4000,,,,4745,5272,4334,4000,,,,4752,5537,,3277,2482,1964,1965
Araria,Yes,Y201011,4808,65,,,,,,,,,,80,2631,4891,4316,3713,,,,5214,4891,4316,3713,,,,5214,4641,,2470,2127,1734,2209
Araria,Yes,Y201012,4905,,,,,,,,,,,69,2135,7177,5985,4311,,,,6439,7272,5985,4692,,,,6124,5485,,3630,2481,2234,1920
Araria,Yes,Y201101,5295,,,,,,,,,,,57,1870,6921,6413,5380,,,,5114,7020,6496,5409,,,,5049,5151,,3254,2479,2166,1687
Araria,Yes,Y201102,6302,,,,,,,,,,,36,1928,7232,6850,5100,,,,5199,7417,7052,5195,,,,5083,5720,,3037,2381,2199,1896
Araria,Yes,Y201103,5141,,,,,,,,,,,137,1666,4890,5463,5029,,,,4880,4890,5450,4563,,,,4880,5621,,2989,2244,1712,1630
Araria,Yes,Y201104,5733,,,,,,,,,,,50,1599,5861,5895,5712,,,,4407,5845,5952,5763,,,,4170,5399,,3753,2508,2350,2293
Araria,Yes,Y201105,4920,,,,,,,,,,,43,1218,5026,5407,4781,,,,3909,5026,5407,4781,,,,3909,4407,,3092,2777,2535,2362
Araria,Yes,Y201106,5151,,,,,,,,,,,46,1921,4861,5068,4795,,,,4840,4861,5068,4795,,,,4840,4951,,2881,2514,2161,1980
Araria,Yes,Y201107,6033,2,,,,,,,,,,121,2054,4691,4947,4837,,,,4574,4733,5102,4864,,,,3626,5083,,2686,2392,2128,1878
Araria,Yes,Y201108,5154,2,,,,,,,,,,97,2805,4142,4328,4260,,,,5041,4371,4709,4489,,,,4495,5482,,2648,2191,1943,1523
Araria,Yes,Y201109,4868,,,,,,,,,,,175,3013,4115,3903,3667,,,,5576,4474,4207,4067,,,,4847,5122,,2383,2108,1675,1371
Araria,Yes,Y201110,5209,25,,,,,,,,,,337,2935,3962,3478,3295,,,,6650,4637,3995,3790,,,,5000,4976,,1529,2167,1822,1625
Araria,Yes,Y201111,4054,12,,,,,,,,,,213,2900,5344,4076,2817,,,,6043,5905,4532,3431,,,,4811,4112,,1591,1899,1454,1275
Araria,Yes,Y201112,4302,26,,,,,,,,,,69,2338,6265,4874,4159,229,75,21,5726,6385,4990,4311,,,,5256,4808,,2361,2224,1921,1566
Araria,Yes,Y201201,3989,32,,,,,,,,,,66,2263,4915,4352,3489,756,585,254,4468,4915,4352,3489,,,,4481,3903,,1555,2139,1979,1720
Araria,Yes,Y201202,4628,21,,,,,,,,,,70,2335,5441,5158,4337,1275,816,429,4172,5812,5472,4629,,,,4691,4266,158,2339,2214,1886,1660
Araria,Yes,Y201203,3481,,,,,,,,,,,801,2384,4702,4463,3900,1495,743,547,3605,4702,4463,3900,,,,3347,3867,,2165,2034,1467,1288
Araria,Yes,Y201204,4822,,,,,,,,,,,238,2458,3345,3197,2773,1624,1269,581,3935,4029,3855,3477,,,,3168,3557,34,2065,2098,1594,1386
Araria,Yes,Y201205,7532,,,,3,,,,,,,76,3041,4748,4794,4251,1843,1402,761,4942,5111,5331,4655,,,,4136,4330,49,2220,2018,1766,1379
Araria,Yes,Y201206,5697,,,,,,,,,,,73,2378,4079,4042,3889,1625,1222,1019,3513,4308,4369,4212,,,,2846,4138,211,2018,1787,1532,1253
Araria,Yes,Y201207,5310,,,,,,,,,,,104,3232,4535,4682,4451,2483,1416,1091,4914,4574,4749,4561,,,,3844,4927,319,2547,1988,1778,1452
Araria,Yes,Y201208,4843,,,,,,,,1,,,207,4509,4107,4331,4248,2682,1817,1110,5941,4173,4348,4346,,,,5074,4554,34,2864,2070,1694,1420
Araria,Yes,Y201209,5969,,,,,,,,,,,145,5320,5309,4922,4668,3692,3307,2487,7361,5463,5008,4819,,,,6222,5183,50,3250,2084,1633,1391
Araria,Yes,Y201210,5068,33,,,,,,,,,,1260,5984,5291,4530,4422,4400,3632,2512,7501,5561,4713,4538,,,,6641,4508,9,2833,2144,1723,1423
Araria,Yes,Y201211,3335,,,,,,,,,1,20,1192,5435,4250,3248,2878,3081,2241,1717,6203,4173,3239,2881,,,,5424,3027,21,1754,1939,1380,1150
Araria,Yes,Y201212,2965,,,,,,,,,,,715,4404,4317,3523,2942,2731,2134,1553,5419,4332,3554,2986,,,,4828,1421,7,1189,1977,1184,1021
Araria,Yes,Y201301,3195,,,,,,,,,,,723,4281,4474,3599,3187,1950,1322,1080,5686,4649,3729,3297,,,,4608,2971,,1445,1953,1231,1085
Araria,Yes,Y201302,4496,,,,,,,,,,,926,5006,5654,4689,3858,5385,3384,2563,5912,5704,4730,3949,,,,4725,2974,8,2444,2097,1529,1298
Araria,Yes,Y201303,4866,,,,,,,,,,,827,4241,5737,5284,4478,4944,4491,3483,5503,5684,5276,4477,,,,4675,3094,10,2941,2184,1608,1380
Araria,Yes,Y201304,6606,,,,,,,,,,,860,4681,6631,6195,5300,5709,5346,4154,6227,6625,6187,5295,,,,5364,3670,3,4014,2253,1939,1605
Araria,Yes,Y201305,6255,,,,,,,,,,,672,3959,5589,6010,5345,5511,5431,4593,5355,5568,6019,5333,,,,4557,4221,16,3352,2370,2087,1709
Araria,Yes,Y201306,7113,,1,,,,,,,,,642,3942,5642,5372,5183,5607,5256,4767,5295,5649,5376,5179,,,,4463,4573,24,3530,2486,2176,1715
Araria,Yes,Y201307,5451,,4,,,,,,,,,793,4826,4348,4659,4530,4336,4512,4308,5680,4366,4689,4556,,,,4937,4644,50,2891,2374,1892,1562
Araria,Yes,Y201308,5309,,,,,,,,,,,998,6426,4217,4079,3945,4073,4009,3832,7176,4199,4087,3949,,,,6471,3932,178,2521,2035,1582,1315
Araria,Yes,Y201309,5942,0,,,,,,,,,,804,6155,5285,4344,4113,5203,4206,3903,7006,5280,4324,4117,,,,5946,4625,181,2950,2033,1837,1521
Araria,Yes,Y201310,4780,0,,,,,,,,,,877,5951,6241,4723,3893,6076,4531,3725,6304,6252,4711,3900,,,,5401,4544,453,2769,2098,1857,1566
Araria,Yes,Y201311,3839,0,,,,,,,,,,868,6163,6183,4626,3740,6107,4398,3515,6999,6211,4619,3721,1555,213,128,6072,3538,457,2198,2157,1772,1530
Araria,Yes,Y201312,3673,0,,,,,,,,,,729,5646,5996,4665,3491,5796,4468,3363,6635,6041,4626,3490,1346,160,123,5341,3081,506,1796,2284,1804,1439
Araria,Yes,Y201401,6024,0,,,,,,,,,,744,6103,9045,7204,5745,8990,7296,5608,8118,9309,7555,5864,0,0,0,5849,5602,1772,3848,2545,2360,1882
Araria,Yes,Y201402,7568,0,,,,,,,,,,654,5138,9048,8197,6604,8960,8176,6473,7016,9176,8280,6736,2,0,0,4665,5920,3155,4847,2446,2306,1908
Araria,Yes,Y201403,7971,0,,,,,,,,,,701,4889,8391,8437,7067,8157,8370,7187,6562,8350,8556,7328,0,0,0,4163,5829,3495,5093,2548,2387,1978
Araria,Yes,Y201404,8189,0,,,,,,,,,,627,3509,6614,7315,6958,6656,7404,7049,5868,6825,7580,7205,0,0,0,4288,5252,3231,4475,2583,2448,2008
Araria,Yes,Y201405,8225,0,,,,,,,,,,726,4585,5791,6860,6957,5857,6997,7045,8357,5943,7138,7233,0,0,0,3820,5983,2774,4194,2591,2486,2001
Araria,Yes,Y201406,8140,0,,,,,,,,,,488,3760,5584,6085,6500,5514,5932,6552,5198,5600,6053,6644,0,0,0,3197,6055,2891,4126,2575,2435,2058
Araria,Yes,Y201407,7251,0,,,,,,,,,,630,4915,5805,6104,6308,5750,6054,6246,6188,5805,6113,6296,0,0,0,4363,6721,3173,3981,2693,2514,2143
Araria,Yes,Y201408,7559,0,,,,,,,,,,814,6306,5189,5483,5468,5442,5815,5801,7529,5606,5980,5946,2,0,0,5302,6886,3453,3652,2559,2416,2080
Araria,Yes,Y201409,6960,18,,,,,,,,,,1187,7263,6219,5972,6060,6143,5902,5979,8745,6210,5967,6052,0,0,0,6011,7346,4051,4074,2643,2481,2126
Araria,Yes,Y201410,5961,14,,,,,,,,,,1462,7640,6476,5173,5278,6675,5318,5438,8704,6708,5342,5459,0,0,0,6445,6279,3587,3562,2645,2432,2098
Araria,Yes,Y201411,5580,10,,,,,,,,,,818,5851,7158,5257,4482,9143,6714,5681,7528,9125,6725,5744,0,0,0,4081,6379,3726,3156,2647,2513,2167
Araria,Yes,Y201412,4564,0,,,,,,,,,,731,4861,7349,6684,5031,7380,7067,5269,5986,7472,7102,5283,5,0,0,3899,4826,3361,3226,2213,2075,1803
Araria,Yes,Y201501,5265,2,,,,,,,,,,581,4386,6610,6976,6088,1365,7704,6957,6075,1842,7844,7686,5781,0,0,2948,5297,3804,3821,2551,2339,1987
Araria,Yes,Y201502,6780,0,,,,,,,,,,573,4797,7419,7223,6681,45,4300,6921,6345,20,4225,7125,7621,3795,84,3172,5709,5173,5060,2617,2483,2148
Araria,Yes,Y201503,7155,0,,,,,,,,,,510,4186,6278,7183,7158,13,1889,5003,5360,0,1675,4731,6225,5694,2733,2889,5220,5016,4930,2667,2422,2015
Araria,Yes,Y201504,8914,0,,,,,,,,,,666,5179,6754,7112,7406,160,1410,3617,6863,0,1280,3607,6688,5770,4009,4155,5984,6277,6238,2693,2540,2166
Araria,Yes,Y201505,8832,0,,,,,,,,,,573,4509,6028,7592,7265,2,910,2201,5794,1,792,2092,6055,6704,5195,3294,6683,5318,5410,2815,2684,2268
Araria,Yes,Y201506,7572,0,,,,,,,,,,681,5069,4968,6011,6418,0,600,1411,6044,0,553,1377,5233,5633,5394,4126,6635,4300,4827,2706,2525,2135
Araria,Yes,Y201507,7089,0,,,,,,,,,,496,4978,5305,5759,6378,6,413,1038,6463,0,392,935,5358,5445,5504,3915,7684,5058,5188,2818,2742,2268
Araria,Yes,Y201508,7481,0,,,,,,,,,,4179,9617,5458,5429,5635,0,152,504,9651,0,140,490,5501,5375,5208,7330,7645,4768,4953,2696,2610,2223
Araria,Yes,Y201509,7209,0,,,,,,,,,,1306,11451,6201,5643,5746,351,298,476,13282,0,95,292,6237,5604,5431,10537,7745,4927,5146,2753,2702,2298
Araria,Yes,Y201510,7107,0,,,,,,,,,,1019,8272,7878,6016,5757,0,43,162,10164,0,49,177,7819,5901,5521,6614,7837,4915,5145,2774,2703,2322
Araria,Yes,Y201511,5574,0,,,,,,,,1,,806,7224,8497,6282,5085,0,29,94,9093,129,30,104,8517,6250,4930,5694,6238,4284,4271,2780,2586,2183
Araria,Yes,Y201512,6093,0,,,,,,,,1,3,572,6416,9716,7516,5823,0,15,26,8357,0,17,44,9753,7490,5777,4918,6597,5274,5520,2755,2686,2415
Araria,Yes,Y201601,6692,0,,,,,,,,,,520,5875,8989,9681,7219,2,4,183,7326,0,8,17,8986,9675,7193,4437,6391,6466,6534,2841,2763,2378
Araria,Yes,Y201602,7137,0,,,,,,,,,,566,5541,8085,8944,8393,0,1,2,7179,0,1,2,8101,8936,8436,4256,6362,7311,7484,2748,2665,2315
Araria,Yes,Y201603,7908,0,,,,,,,,,,536,5116,6942,8205,8641,0,0,1,6564,0,0,1,6940,8208,8646,3871,5930,7040,7339,2794,2695,2481
Araria,Yes,Y201604,9012,0,,,,,,,,,,606,5260,7021,7202,7857,0,1,0,6379,0,1,2,7013,7176,7861,4044,5919,6697,6959,2874,2718,2398
Araria,Yes,Y201605,8746,0,,,,,,,,,,517,4739,6376,7408,7385,0,0,0,6074,0,0,0,6359,7505,7382,3693,6435,6029,6330,2805,2746,2437
Araria,Yes,Y201606,7468,0,,,,,,,,,,441,4605,6093,6896,7256,0,1,1,5512,0,0,3,6152,6886,7296,3590,7213,5943,5905,2870,2797,2435
Araria,Yes,Y201607,7648,0,,,2,,,,,2,,582,5171,5721,5941,6495,0,0,0,6039,0,2,1,5727,5935,6491,4160,7934,5134,5033,2818,2623,2334
Araria,Yes,Y201608,8704,0,,,,,,,,,1,886,6900,6420,5796,6047,0,0,0,7996,0,0,0,6502,5838,6097,5417,8876,5866,5834,2872,2714,2374
Araria,Yes,Y201609,7653,0,1,,,,,,,,1,933,7788,6707,6201,6177,0,0,0,9247,0,0,0,6722,6222,6201,6375,8330,5700,5751,2845,2686,2464
Araria,Yes,Y201610,7582,0,1,,,,,,,,,1328,8439,8565,6655,6048,0,0,0,9986,0,0,0,8564,6675,6072,6641,8124,5681,5728,2783,2690,2409
Araria,Yes,Y201611,6781,0,2,,,,,,,2,,1073,7376,9502,7511,6041,0,0,0,9218,0,0,0,9520,7520,6040,5817,7378,5289,5307,2816,2723,2423
Araria,Yes,Y201612,6728,0,4,,,,,,,2,,888,6014,10009,8753,7201,0,0,0,7582,0,0,0,10013,8756,7191,4728,7131,6371,6364,2835,2760,2470
Araria,Yes,Y201701,7169,0,,,,,,,,,,806,6259,8950,9922,8393,0,0,0,7473,0,0,0,9006,10005,8446,5142,6631,6948,6897,2851,2636,2398
Araria,Yes,Y201702,8145,0,,,,,,,,,,717,6382,7954,8996,9234,0,0,0,8123,0,0,0,7956,9021,9243,5431,6364,7751,7717,2854,2750,2469
Araria,Yes,Y201703,9135,0,,,,,,,,1,,712,5490,7718,7995,8553,0,0,0,6714,0,0,0,7731,7978,8538,4472,6361,7860,7868,2873,2813,2510
Araria,Yes,Y201704,10063,0,3,1,0,0,0,0,0,0,0,782,4780,7225,7161,7382,0,0,0,5647,0,0,0,7243,7193,7678,3520,289,6924,6998,2741,2737,2452
Araria,Yes,Y201705,9065,0,2,2,0,0,0,0,0,1,0,434,4567,6068,7484,7197,0,0,0,5367,0,0,0,6193,7653,7382,3453,466,7190,7176,2855,2848,2555
Araria,Yes,Y201706,8907,0,4,0,0,0,0,0,0,4,0,541,4464,6210,7052,7731,0,0,0,5120,0,0,0,6194,7055,7723,3419,368,6512,6509,2821,2813,2482
Araria,Yes,Y201707,9666,0,8,0,0,0,0,0,0,0,0,856,4213,6113,6666,7456,0,0,0,5846,0,0,0,6108,6700,7450,4070,339,5863,5887,2876,2852,2563
Araria,Yes,Y201708,7393,0,11,5,0,4,0,0,0,6,0,910,6283,3864,4547,4593,0,0,0,5980,0,0,0,3871,4549,4594,4740,216,4150,4171,2846,2131,1972
Araria,Yes,Y201709,8815,0,7,0,2,1,0,0,0,3,0,1055,8184,5478,5240,5701,0,0,0,9208,0,0,0,5552,5295,5788,6508,301,5123,5074,2832,2721,2464
Araria,Yes,Y201710,7535,0,5,0,0,1,0,0,0,3,0,1413,8111,6827,5207,4875,0,0,0,9457,0,0,0,6822,5167,4867,6630,286,5259,5274,2870,2486,2255
Araria,Yes,Y201711,4118,0,1,0,0,0,0,0,0,1,0,1069,5788,4354,3177,2432,0,0,0,6519,0,0,0,4358,3180,2416,5046,223,2772,2764,2553,1361,1225
Araria,Yes,Y201712,8033,0,3,2,0,0,1,1,0,2,0,930,6206,11191,7297,5379,0,0,0,8524,0,0,0,11171,7269,5373,4709,247,6046,6042,2912,2464,2264
Araria,Yes,Y201801,7706,0,3,0,0,0,1,0,0,3,0,1270,6144,10033,9294,6671,0,0,0,7742,0,0,0,10020,9316,6687,4770,321,7593,7592,2937,2776,2481
Araria,Yes,Y201802,8961,0,0,1,0,0,0,0,0,2,0,800,5604,8576,10777,8576,0,0,0,7036,0,0,2,8603,10780,8624,4268,328,7968,7960,2901,2834,2610
Araria,Yes,Y201803,9777,0,4,0,0,0,0,0,0,3,0,659,5301,7896,9005,9481,0,0,0,6496,0,0,0,7906,9004,9494,4107,305,7953,7938,2917,2892,2618
Araria,Yes,Y201804,9814,0,1,0,0,0,0,0,0,3,0,579,5066,7239,7736,7875,0,0,0,6086,0,0,0,7333,7776,7933,3905,558,7659,7670,2917,2905,2575
Araria,Yes,Y201805,9708,0,4,0,0,0,0,0,0,0,0,720,4897,7054,8761,8753,0,0,0,5289,0,0,0,7054,8781,8751,3656,316,7753,7768,2959,2949,2656
Araria,Yes,Y201806,9109,0,3,0,0,0,0,1,0,1,0,478,4097,5942,6798,7544,0,0,0,5002,0,0,0,5911,6806,7552,3132,198,5728,6150,2954,2765,2525
Araria,Yes,Y201807,12943,0,1,0,0,1,0,0,0,1,0,601,4524,7926,7236,7762,0,0,0,5749,4,0,0,7921,7232,7745,3390,331,8251,8171,3083,3003,2779
Araria,Yes,Y201808,10181,0,5,0,0,0,0,0,0,2,0,938,6176,5798,7565,6982,0,0,0,7508,4,16,3,5790,7559,6982,5378,324,5889,6578,3012,2998,2664
Araria,Yes,Y201809,9187,23,6,0,1,1,0,0,0,1,0,1282,7439,5574,6170,6743,0,0,0,8952,1,0,1,5648,6214,6864,6293,324,5001,5490,3013,3004,2724
Araria,Yes,Y201810,8992,32,1,0,0,0,0,1,0,0,0,1214,7779,7150,5495,5676,0,0,0,9663,0,0,0,7145,5488,5672,6786,129,1242,4287,2957,2957,2691
Araria,Yes,Y201811,8123,5,0,0,0,1,0,1,0,2,0,1197,7129,9173,6544,5552,0,0,0,9133,0,0,0,9200,6555,5554,5975,0,95,4222,2972,2970,2665
Araria,Yes,Y201812,5232,0,0,1,0,0,2,0,0,0,0,1069,4729,5781,5415,3887,0,0,0,5736,0,0,0,5780,5405,3894,4180,0,293,2381,2960,2950,847
Araria,Yes,Y201901,8070,0,0,0,0,0,0,0,0,0,0,754,5229,8699,7194,5290,0,0,0,7226,0,0,0,8718,7226,5322,4598,1,15,5315,2858,2694,2129
Araria,Yes,Y201902,8487,0,0,0,0,0,0,0,0,0,0,976,5311,7028,6718,5167,0,0,0,6632,0,0,0,7087,6797,5174,4500,0,0,5191,2756,2214,2004
Arwal,No,Y200804,,,,,,,,,,,,14,530,1023,1002,1570,,,,844,1101,1411,1639,,,,545,1371,,89,,,
Arwal,No,Y200805,,,,,,,,,,,,17,550,1193,1732,1974,,,,884,1193,1732,1974,,,,710,1659,,15,66,66,66
Arwal,No,Y200806,,,,,,,,,,,,3,532,1058,1248,1642,,,,1107,1056,1248,1642,,,,1007,1746,,56,66,66,66
Arwal,No,Y200807,,,,,,,,,,,,3,535,709,861,1021,,,,802,708,860,1020,,,,734,1306,,36,66,66,66
Arwal,No,Y200808,,,,,,,,,,,,9,1104,709,692,886,,,,1450,577,579,752,,,,1297,1638,,145,66,66,66
Arwal,No,Y200809,,,,,,,,,,,,2,1200,988,565,571,,,,1509,131,95,101,,,,1156,1388,,98,66,66,66
Arwal,No,Y200810,,,,,,,,,,,,16,1396,1563,1020,815,,,,2028,1509,683,599,,,,1815,1460,,89,66,66,66
Arwal,No,Y200811,,,,,,,,,,,,19,1097,1512,1175,828,,,,1965,1142,876,566,,,,1867,1250,,,66,66,66
Arwal,No,Y200812,755,,,,,,,,,,,519,1087,2421,1891,1436,,,,2056,1142,1960,1155,,,,2123,1084,,801,221,221,205
Arwal,No,Y200901,784,,,,,,,,,,,133,689,1642,1777,1324,,,,1385,1032,1320,1013,,,,1223,810,,652,416,432,430
Arwal,No,Y200902,888,,,,,,,,,,,233,441,2118,2026,1566,,,,1442,2112,1985,1580,,,,1287,872,,1099,633,428,434
Arwal,No,Y200903,1003,,,,,,,,,,,38,612,1734,2123,2190,,,,1100,1734,2123,2190,,,,1012,945,,1211,444,415,410
Arwal,No,Y200904,1116,,,,,,,,,2,,43,509,1229,1549,1682,,,,913,1173,1570,1709,,,,857,920,,1126,734,682,635
Arwal,No,Y200905,562,,,,,,,,,2,,165,398,1097,1382,1525,,,,873,1095,1387,1529,,,,796,1238,,1857,520,515,443
Arwal,No,Y200906,1426,,,,,,,,,,,27,406,968,1207,1324,,,,780,967,1184,1316,,,,700,1259,,1192,705,704,672
Arwal,No,Y200907,1114,,,,,,,,,,,36,602,1041,1194,1384,,,,1156,1062,1179,1405,,,,1110,1793,,1435,1026,1026,1026
Arwal,No,Y200908,1038,,,,,,,,,,,34,735,870,954,1033,,,,1155,875,960,1033,,,,1156,1500,,956,771,771,769
Arwal,No,Y200909,1130,22,,,,,,,,,,23,669,911,1009,911,,,,1546,1170,1009,911,,,,1546,1671,,568,773,773,659
Arwal,No,Y200910,848,,,,,,,,,,,520,1009,1411,1097,956,,,,1734,1367,1064,914,,,,1679,1502,,944,645,640,230
Arwal,No,Y200911,760,,,,,,,,,,,284,857,1225,1012,805,,,,1275,1211,939,805,,,,1206,1082,,742,820,814,674
Arwal,No,Y200912,652,,,,,,,,,,,42,938,1639,1528,1242,,,,1483,1623,1527,1224,,,,1547,1011,,1028,1143,1143,1017
Arwal,No,Y201001,484,,10,,,,,,,,,64,653,1596,1585,1413,76,7,2,1205,1587,1594,1430,,,,1182,890,,826,971,971,682
Arwal,No,Y201002,645,,3,,,,,,,,,80,556,1369,1376,1238,,,,1239,1368,1368,1235,,,,1178,825,,679,1022,779,470
Arwal,No,Y201003,842,,6,,,,,,,,,72,359,1328,1543,1573,,,,1063,1329,1522,1565,,,,1018,862,,1043,884,875,685
Arwal,No,Y201004,976,212,8,,,,,,,,,32,416,1122,1237,1466,,,,887,1133,1232,1233,,,,872,973,,1191,693,878,431
Arwal,No,Y201005,1438,173,5,,,,,,,,,22,443,937,1161,1227,,,,823,940,1159,1226,,,,798,1092,,1123,1057,1038,1032
Arwal,No,Y201006,1759,,5,,,,,,,,,21,485,795,949,1105,,,,868,794,950,1109,,,,841,1172,,1283,1300,1289,997
Arwal,No,Y201007,1859,28,8,,,,,,,,,25,698,916,942,1076,,,,1147,863,896,1084,,,,1125,1350,,1254,938,931,690
Arwal,No,Y201008,1569,27,,,,,,,,,,401,1021,860,751,799,,,,1483,867,745,795,,,,1483,1263,,999,1053,1051,997
Arwal,No,Y201009,1362,68,,,,,,,,,,40,1198,1162,946,959,,,,1958,1161,946,959,,,,1936,1533,,888,960,956,945
Arwal,No,Y201010,1564,,,,,,,,,,,517,1509,1261,858,762,,,,1925,1414,1077,951,,,,1844,1419,,854,1053,1051,1051
Arwal,No,Y201011,923,85,,,,,,,,,,66,956,1699,1274,869,,,,2145,1703,1273,870,,,,2106,1013,,789,845,844,810
Arwal,No,Y201012,1543,,,,,,,,,,,124,893,1876,1541,1189,,,,1827,2024,1561,1186,,,,1827,748,,952,711,709,709
Arwal,No,Y201101,944,44,,,,,,,,,,14,701,2988,1690,1295,,,,1376,1911,1796,1423,,,,1310,4601,,639,908,902,816
Arwal,No,Y201102,1313,67,,,,,,,,,,17,531,850,1007,804,,,,1059,1498,1694,1343,,,,675,901,,520,926,925,853
Arwal,No,Y201103,1400,,,,,,,,,,,14,494,1340,1616,1665,,,,1032,1229,1600,1657,,,,1011,956,,1024,941,923,713
Arwal,No,Y201104,1534,,,1,,,,,,,,185,263,782,985,1071,,,,833,1060,1315,1442,,,,689,907,,676,907,867,874
Arwal,No,Y201105,1381,18,,,,,,,,,,,,544,766,800,,,,759,769,1052,1188,,,,605,953,,733,1023,965,932
Arwal,No,Y201106,1656,8,,,,,,,,,,73,561,780,849,967,,,,942,876,956,1075,,,,884,1320,,726,973,955,817
Arwal,No,Y201107,1665,46,,,,,,,,,,44,929,848,973,1065,,,,1335,885,1017,1107,,,,1241,1527,,958,1002,1008,990
