DISTRICT,IN_TEST,DATE,_1_1,_10_13,_16_1,_16_2_1,_16_2_2,_16_3_1,_16_3_2,_16_3_3,_16_3_4,_16_3_5,_16_7_3,_4_4_2,_4_4_3,_9_1_10,_9_1_11,_9_1_12,_9_1_14,_9_1_15,_9_1_16,_9_1_2,_9_1_3,_9_1_4,_9_1_5,_9_1_6,_9_1_7,_9_1_8,_9_1_9,_9_3_2,_9_4_2,_9_4_4,_9_7_1,_9_7_2,_9_7_3
East Champaran,No,Y201607,13347,0,,1,1,1,,,,8,1,493,9430,10974,12635,13955,0,0,0,11035,1,23,33,10958,12610,14012,5989,14350,11807,11699,5336,5253,3588
East Champaran,No,Y201608,14090,0,2,1,,2,,,,4,,433,10441,11295,12137,12342,0,0,0,15417,0,0,0,11199,11318,12330,8595,16448,15640,14835,5206,5124,3859
East Champaran,No,Y201609,11442,0,,,1,,,1,,2,,493,9729,11985,10743,10948,16,0,0,14275,0,0,0,12027,10787,11000,8188,13265,10099,9681,4960,4795,3580
East Champaran,No,Y201610,11060,0,3,,1,,,,,4,,446,9493,15193,12054,11243,0,0,0,15212,0,0,1,14851,12062,11243,7830,13305,9567,9473,4952,4897,3662
East Champaran,No,Y201611,10296,0,1,,1,1,1,,,6,1,420,8507,14036,13291,11093,0,0,0,13563,0,0,0,14062,13327,11019,6259,12253,9715,9710,5074,4757,3503
East Champaran,No,Y201612,11041,0,,2,,1,,,,11,,452,9068,15354,14714,13265,0,0,0,14345,0,1,0,15357,14711,13272,6553,12480,11117,11097,5106,5020,3662
East Champaran,No,Y201701,11141,0,1,,1,2,,,,6,1,376,9244,14432,15480,14582,0,0,0,13786,0,0,1,14440,15481,14575,6845,11740,11382,11379,5052,4949,3705
East Champaran,No,Y201702,11538,0,1,2,1,,,,,5,,292,8586,13297,14417,14282,0,0,0,12487,0,0,0,13299,14415,14354,6307,10851,11594,11598,5066,4819,3641
East Champaran,No,Y201703,12555,0,,1,1,2,,,,2,,282,7137,12743,13452,14140,0,0,0,11851,0,0,0,12830,13427,14155,6076,11090,12794,12801,5054,4967,3708
East Champaran,No,Y201704,14421,14,6,2,1,1,2,1,0,3,0,291,7190,12601,12927,12938,0,0,0,10556,0,0,0,12589,12933,12955,5309,1854,13004,12954,5131,4855,3709
East Champaran,No,Y201705,14717,0,4,2,1,1,0,0,0,2,1,282,6603,12071,13513,13376,0,0,0,10185,0,0,0,11781,13514,13374,5310,1873,11493,11278,5120,5038,3740
East Champaran,No,Y201706,15961,0,8,1,0,3,2,2,0,1,0,327,7248,11243,13058,13489,0,0,0,10284,0,0,0,11288,13160,13485,5476,2063,11821,11618,5136,5060,3750
East Champaran,No,Y201707,16819,13,13,0,0,4,0,2,0,8,1,457,8318,11081,12179,13180,0,0,0,11913,0,0,0,11114,12214,13202,7016,2295,10990,10723,5162,4966,3632
East Champaran,No,Y201708,15319,0,11,5,0,0,0,3,1,9,0,550,10360,9788,10595,11075,0,0,0,13218,0,0,0,9799,10596,11089,8566,1889,8618,7960,4974,4620,3488
East Champaran,No,Y201709,15923,0,15,1,0,0,0,0,0,4,0,496,11096,11753,10814,11069,0,0,0,15268,0,0,0,11753,10804,11071,8562,1331,9681,9522,4967,4763,3555
East Champaran,No,Y201710,15930,1,6,4,0,0,0,0,0,6,0,1653,9382,14049,11938,10586,0,0,0,14584,0,0,0,14056,11136,10586,7665,1069,10471,10363,5189,4810,3659
East Champaran,No,Y201711,3424,0,4,0,0,1,0,0,0,4,0,432,5806,2651,2185,1858,0,0,0,5373,0,0,0,2651,2188,1859,4025,250,1696,1700,3527,838,527
East Champaran,No,Y201712,9419,0,4,1,0,0,1,0,0,7,0,371,7674,12232,7858,6098,0,0,0,12184,0,0,0,12257,7889,6093,5821,343,6933,6927,4799,2446,1779
East Champaran,No,Y201801,16368,20,12,7,0,6,1,1,0,9,0,326,9818,20210,16129,12398,0,0,0,17668,0,0,0,20279,16105,12445,6508,738,14356,14408,5264,5136,3795
East Champaran,No,Y201802,17560,4,8,1,1,0,0,0,0,10,0,324,8915,17032,20319,15677,0,0,0,14542,0,0,0,17006,20365,15606,6264,666,13909,13945,5148,5031,3916
East Champaran,No,Y201803,16403,4,3,0,0,2,7,0,0,6,0,313,7836,13473,15097,16080,0,0,0,12032,0,0,0,13475,15066,16087,5651,454,11953,11986,5234,4833,3798
East Champaran,No,Y201804,16337,109,2,1,0,0,1,0,0,6,0,290,6918,12826,13871,14652,0,0,0,10560,0,0,0,12847,13886,14656,4828,982,11965,11972,4993,4874,3669
East Champaran,No,Y201805,15208,0,2,0,0,0,0,0,0,6,0,395,6776,11578,14395,14755,0,0,0,9433,0,0,0,11561,14371,14717,4413,475,11699,11718,5093,4929,3871
East Champaran,No,Y201806,15722,1,9,0,0,0,0,0,0,5,0,357,6220,10670,12262,13364,0,0,0,9508,0,0,0,10692,12265,13395,4666,497,11169,11187,5128,5059,3877
East Champaran,No,Y201807,17058,0,6,0,0,0,0,0,0,2,1,487,7972,11512,12659,13335,0,0,0,11822,0,0,0,11525,12619,13374,6007,437,11536,11536,5153,5093,4009
East Champaran,No,Y201808,15408,0,7,0,0,0,0,0,0,2,4,566,9810,10389,11933,12353,0,0,0,13341,0,0,0,10523,12018,12359,7439,364,10922,11003,5060,4842,3847
East Champaran,No,Y201809,16043,0,5,2,0,4,0,0,0,6,2,654,10706,12134,10836,11176,0,0,0,15879,0,0,0,12773,11406,11793,7366,456,10802,10382,5066,5002,3898
East Champaran,No,Y201810,14467,0,5,0,0,0,0,0,0,6,4,739,10067,14027,12560,11414,0,0,0,15334,0,0,0,14030,12533,11391,7761,623,10629,10692,5202,5121,4087
East Champaran,No,Y201811,11689,0,5,1,0,0,0,0,0,5,0,652,9909,14236,12883,11210,0,0,0,14218,0,0,0,14290,12875,11035,7846,63,1000,9654,5072,4713,3739
East Champaran,No,Y201812,2450,0,1,0,0,0,0,0,0,0,0,319,4294,1466,1324,1232,0,0,0,2874,0,0,0,1466,1324,1233,2365,0,69,600,3866,466,253
East Champaran,No,Y201901,12279,0,6,0,0,0,0,0,0,4,1,456,8526,15853,11940,9835,20,23,11,15331,0,0,0,15862,11983,9870,5641,2,44,8249,5078,3840,2849
East Champaran,No,Y201902,15618,0,7,0,0,1,0,0,0,3,2,423,7939,17414,15680,12189,0,0,0,15309,0,0,0,17506,15723,12176,5905,0,0,11842,5021,4470,3578
Gaya,No,Y200804,3076,85,,,,,,,,,,305,,4759,5002,8030,,,,6564,6899,8278,8030,,,,,6353,,4768,,,
Gaya,No,Y200805,3233,31,,,,,,,,,,611,,6839,8200,8833,,,,7037,7484,8358,9049,,,,,7349,,5180,,,
Gaya,No,Y200806,5640,20,,,,,,,,,,421,,7101,7567,8656,,,,8655,7101,7567,8656,,,,,,,4342,,,
Gaya,No,Y200807,5066,9,,,,,,,,,,452,,7124,7831,8048,,,,7080,5559,5924,6098,,,,3148,7080,,4159,,,
Gaya,No,Y200808,1844,139,,,,,,,,,,4103,,32450,28394,15960,,,,24911,32450,28594,14384,,,,3219,20093,,7291,,,
Gaya,No,Y200809,5597,59,,,,,,,,,,3084,,4996,7227,7884,,,,7999,1515,1374,936,,,,4138,7999,,2236,,,
Gaya,No,Y200810,5346,38,,,,,,,,,,4082,,10940,8843,7949,,,,11458,9616,6847,5505,,,,3661,11458,,7169,,,
Gaya,No,Y200811,5706,,,,,,,,,,,,,12100,11297,8141,,,,12435,10155,7719,6214,,,,,12434,,,3158,3029,2992
Gaya,No,Y200812,6299,38,,,,,,,,,,1370,,10033,9300,7658,,,,8953,8057,7937,17479,,,,5494,17016,,3293,,,
Gaya,No,Y200901,3133,,,,,,,,,,,1867,,3046,3080,3080,,,,3322,2112,2043,1988,,,,,1937,,987,,,
Gaya,No,Y200902,3897,176,,,,,,,,,,537,,9338,7939,6882,,,,7965,9549,7847,6953,,,,3904,4990,,4336,2666,2522,2812
Gaya,No,Y200903,,,,,,,,,,,,628,131,11771,12638,10871,,,,11448,12477,13049,11123,,,,4205,7600,,5426,2989,2777,2882
Gaya,No,Y200904,517,3,,,,,,,,,,608,11,7243,9103,8888,,,,6020,7240,9092,8873,,,,2867,5454,,4453,2865,2723,2692
Gaya,No,Y200905,5306,3,,,,,,,,,,240,8,6807,8022,9040,,,,6632,7049,8390,8941,,,,2937,6131,,4383,3125,2899,2679
Gaya,No,Y200906,5999,55,,,,,,,,,,555,21,6677,7431,8284,,,,6480,7154,7922,8902,,,,2893,6947,,5204,3680,3464,3412
Gaya,No,Y200907,5790,,,,,,,,,,,376,3,6353,6800,8500,600,,,11872,6721,7453,8042,,,,3502,6527,,5711,3842,3562,3502
Gaya,No,Y200908,6055,99,,,,,,,,,,,,7177,7736,8475,,,,8189,7563,8434,8475,,,,4058,8789,,5486,,,
Gaya,No,Y200909,8656,126,,,,,,,,,,614,73,7072,7020,7288,,,,9485,7705,7644,7954,,,,5816,8447,,4351,3392,2344,2957
Gaya,No,Y200910,6439,146,,,,,,,,,,5,16,7341,6341,6488,,,,8825,7770,6787,6502,,,,5043,7208,,4219,3673,3503,2969
Gaya,No,Y200911,2887,260,7,,,,,,,,,628,2293,4256,3616,2517,,,1,5913,4628,3810,3310,,,,3376,3590,,1729,1907,1060,805
Gaya,No,Y200912,6012,456,12,,9,,,,,,,1077,2316,7979,6491,5294,151,,210,9338,9003,6981,5704,,,,4966,5611,,2755,2827,2649,1978
Gaya,No,Y201001,4378,,12,,12,,,,,,,1112,2613,6341,5781,4416,,,,7273,9081,8476,6772,,,,3447,5759,,3041,3341,2856,2486
Gaya,No,Y201002,5013,469,9,1,,,,,,,,674,1484,6668,6703,5806,,,445,7173,8103,8094,7099,,,,3237,5162,,3441,2820,2368,2334
Gaya,No,Y201003,6291,430,19,2,,,,,,,,1370,1954,5551,8416,6028,25,7,,5911,6246,7060,6911,,,,4053,7081,,2858,3035,2544,2131
Gaya,No,Y201004,5386,517,15,,,10,,,,,,834,1983,6431,6252,6414,254,231,200,5595,6334,6737,6625,,,,3399,6097,,3762,3457,2952,2354
Gaya,No,Y201005,6718,809,14,5,,,,,,,,1123,2177,5332,5632,5880,,,,5551,6384,6839,6952,,,,3463,5946,,3463,3973,3466,2223
Gaya,No,Y201006,5695,748,17,1,,,,,,,,1005,1996,5291,5635,5745,,,,5079,5529,6028,6088,,,,2909,5422,,3602,3501,3182,1851
Gaya,No,Y201007,7872,376,18,1,,,,,,,,947,2609,6017,6120,6160,,,,6548,6421,6244,6301,,,,4324,8941,,4897,3919,3584,2490
Gaya,No,Y201008,4858,494,32,4,6,,,,,,,1363,3192,3649,3480,3591,63,,,4835,3807,3522,3818,,,,3181,4402,,2112,2708,2334,1817
Gaya,No,Y201009,2745,395,11,,2,,,,,,,1233,2914,1533,1324,1142,,,,2528,1728,1436,1259,,,,1695,1669,,793,2689,1422,1020
Gaya,No,Y201010,3259,457,15,1,1,,,,,,,1548,3511,2601,1879,1630,,,,5056,3345,2189,1976,,,,3063,1921,,1078,3161,1576,1267
Gaya,No,Y201011,5314,539,28,2,3,,,,,,,1670,4481,8286,4894,3971,,,,9479,9145,5377,4319,,,,5614,5537,,2722,3562,2687,2057
Gaya,No,Y201012,4978,264,20,2,1,,,,,,,1666,3569,9158,7477,4849,,,,11880,11091,8251,5114,,,,5564,73031,,2860,3918,3047,2399
Gaya,No,Y201101,5285,204,13,1,3,,,,,,,695,2482,6705,6494,4783,,,,7431,10547,9419,6807,,,,2868,5144,,2056,3670,3067,2938
Gaya,No,Y201102,7993,625,1,,,,,,,,,835,2755,5558,6342,5559,,,,7997,9363,10890,9414,,,,2549,5870,,2801,4026,4018,3159
Gaya,No,Y201103,8603,43,6,1,1,,,,,2,1,281,2609,5800,7026,6597,,,,6908,8261,10062,9753,,,,2629,6473,,3389,4827,4631,3329
Gaya,No,Y201104,9004,564,13,,,1,,3,,,,662,2217,5793,6480,6850,,,,6692,7669,9160,9910,,,,2718,7043,,3862,4840,4223,3544
Gaya,No,Y201105,8732,42,13,1,,,,,,,10,674,3272,5965,6527,7036,,,,6696,7126,8216,9088,,,,3215,7743,,3572,4794,4601,3481
Gaya,No,Y201106,9141,25,7,,,,,,,,,769,3246,6170,6367,6778,18,,,6555,6533,6727,7267,,,,3539,6641,,3412,4566,3734,3333
Gaya,No,Y201107,8979,6,2,,,,,,,,,771,4420,3869,3727,3858,,,,7165,6389,5865,6193,,,,4187,6491,,2128,4759,4184,3547
Gaya,No,Y201108,7781,14,19,,,,,,,,1,787,5233,5192,4577,4549,,,,8862,6953,6491,6294,,,,4457,7762,,2365,4808,4152,3228
Gaya,No,Y201109,7437,62,12,,,,,,,,,670,5305,4229,3496,3253,,,,9794,8108,6780,6035,,,,4267,7944,,1900,5007,4590,3966
Gaya,No,Y201110,6783,11,15,,,,,,,,,778,5698,7080,5193,4574,2425,217,1,10583,9380,7435,6664,,,,4709,7915,408,2657,4835,4401,3644
Gaya,No,Y201111,6218,68,20,,,,,,,,,1030,5540,7967,6857,5934,5263,836,53,9750,10037,8406,7020,,,,5031,7091,301,2903,4954,4531,3765
Gaya,No,Y201112,6327,513,7,,,,,,,,1,679,5084,6877,6697,5781,7849,2528,1608,9102,8941,9515,7751,,,,4025,6758,555,3581,4872,4609,4044
Gaya,No,Y201201,6498,117,1,,,,,,,1,1,583,4782,7321,7078,6557,7935,5254,3717,7937,9223,9188,8284,,,,3913,6755,602,4074,4624,4245,3527
Gaya,No,Y201202,6811,146,1,1,,,,,,,,436,3914,3642,3437,3325,6181,4050,3314,5967,7336,7269,7062,,,,2063,5954,322,1879,4646,3963,3459
Gaya,No,Y201203,8104,31,,,,,,,,,,918,3739,8074,8109,7673,4598,2679,1916,7482,8891,8708,8272,,,,4157,7498,1052,4496,4863,4415,3857
Gaya,No,Y201204,7130,34,,,1,,,,,,,302,3899,3981,3830,3595,5413,2926,2480,6374,7389,7311,7004,,,,2929,6149,1658,2655,4626,4274,3646
Gaya,No,Y201205,10620,21,5,,,,,,,,,250,4722,5683,6215,5986,6400,5435,4877,6319,7724,8577,8094,,,,3411,8009,379,3952,4488,4344,3543
Gaya,No,Y201206,10563,237,2,,,,,,,,10,382,4886,5527,5734,5719,6539,6109,5559,6199,7173,7762,7955,,,,3051,7554,1258,4226,5083,4760,3809
Gaya,No,Y201207,11009,25,2,,,,,,,,3,290,6172,7233,6849,7215,7492,6591,5997,8958,7726,7515,7978,,,,4706,8736,1010,5677,5027,4842,4053
Gaya,No,Y201208,9062,290,9,3,,,1,,,3,6,392,6874,8208,7780,7686,8348,7277,6690,9179,8230,7842,7771,,,,5622,9478,2391,7612,5801,5581,4610
Gaya,No,Y201209,6860,290,5,,,,,1,,1,1,486,7350,8892,8387,8053,9332,8149,7550,10590,9143,8655,8332,,,,5818,9723,2517,6058,5448,5153,4440
Gaya,No,Y201210,7567,443,2,1,1,1,,,,1,4,480,7008,9047,8156,7701,9297,7730,7119,9354,9049,8298,7615,,,,5430,7997,1839,5204,5486,5299,4473
Gaya,No,Y201211,4887,356,5,2,,,,1,,,3,464,6999,5516,5079,4477,6504,6037,5297,7261,7236,6622,5859,,,,4477,5235,1235,2807,4935,4329,3695
Gaya,No,Y201212,6371,192,,,,,,1,,,2,341,6571,6850,6064,5467,5816,4763,4217,6953,8557,7530,6736,,,,3955,5950,1102,3229,5135,4629,3925
Gaya,No,Y201301,6669,138,2,,,,,,,,2,312,6383,9047,7902,6930,2194,1747,1518,8335,9526,8755,7752,,,,4576,6435,1182,4615,5204,4915,3817
Gaya,No,Y201302,6998,271,,,3,1,,3,,2,3,393,4623,8570,8045,7286,7324,5734,4972,6001,8427,8122,7416,,,,4057,5441,1317,4960,4706,4311,3581
Gaya,No,Y201303,9177,162,,,,1,,,,1,4,271,5146,10132,9983,9691,10281,9044,8029,9072,10138,10054,9696,,,,4210,7724,2893,7977,5513,5328,4466
Gaya,No,Y201304,10354,223,1,,,,,,,1,,336,4789,8166,9280,9290,6706,7215,6665,6628,8552,9745,9465,,,,3665,7018,3756,6869,5508,5330,4402
Gaya,No,Y201305,8434,355,1,,,,,,,1,5,359,4568,5205,6469,6902,5169,5923,6019,5198,5342,6855,7162,,,,3569,5671,3544,4596,5235,4936,4087
Gaya,No,Y201306,12550,394,5,,,,,,,1,1,355,4780,6539,6509,7261,6940,7323,7764,5739,7137,7329,8251,,,,3311,7829,4409,5988,5580,5539,4422
Gaya,No,Y201307,12028,287,1,,,,,,,1,2,379,6129,6913,7216,7913,7367,7827,8806,6824,6622,7128,7717,,,,4408,8195,5268,8308,5692,5570,4825
Gaya,No,Y201308,10829,166,,,,,,,,,,461,8100,7105,7604,7833,7327,8246,8842,9100,6932,7545,7754,,,,6055,9170,5409,6859,6000,5862,4923
Gaya,No,Y201309,6449,229,,,,,,,,,,313,7221,5730,4866,5169,6248,5540,5926,8036,6335,5360,5629,,,,4666,6628,3402,3853,4537,4379,3877
Gaya,No,Y201310,7752,235,,,,,,,,,,609,8209,7314,5187,4856,7440,5487,5256,8397,8487,6118,5640,,,,5535,6755,3524,3938,4856,4780,4262
Gaya,No,Y201311,7270,479,,,,,,,,,,537,7631,8812,6583,5197,9658,7271,5905,7938,9574,7319,5769,8,16,10,4845,6007,3476,3880,4838,4737,4046
Gaya,No,Y201312,7645,461,,,,,,,,,,634,7447,10338,8618,6857,10896,9040,7489,10344,10889,9084,7386,9,0,0,5655,6691,4558,5145,4885,4726,3930
Gaya,No,Y201401,8394,13,,,,,,,,,,510,6071,10509,10666,8893,10583,11099,9528,9254,11001,11241,9463,8,0,0,4861,6748,5561,6527,5576,5289,4442
Gaya,No,Y201402,8881,130,,,,,,,,,,423,5364,8877,8918,8657,8184,8421,8352,7919,9395,9670,9382,3,27,0,3754,6053,5476,6260,5107,4738,4014
Gaya,No,Y201403,10252,16,,,,,,,,,,406,4836,9671,10159,9885,8549,8880,8929,8474,9489,10033,9863,0,22,0,3967,6687,7339,7854,5276,5400,4863
Gaya,No,Y201404,10057,250,,,,,,,,,,354,4525,8816,9633,10236,7723,9022,9262,6784,8709,10042,10056,2,9,0,3608,5762,6295,7746,5311,5499,4780
Gaya,No,Y201405,11414,28,,,,,,,,,,353,5050,7992,8991,9943,8144,9144,9985,8022,7877,8855,9786,0,0,0,4149,7656,6548,7450,5489,5563,4998
Gaya,No,Y201406,11673,248,,,,,,,,,,455,4656,6763,6913,7611,7022,7218,7895,7027,6815,6831,7575,0,9,8,3821,7402,5617,5971,5149,4864,4200
Gaya,No,Y201407,13025,16,,,,,,,,,,535,5952,8333,8481,8914,8570,8656,9553,8935,8306,8476,8971,0,0,0,5133,10118,6865,7267,5652,5558,4715
Gaya,No,Y201408,11172,18,,,,,,,,,,726,7258,7358,7576,7802,7322,7683,8100,9346,7320,7614,7687,0,0,0,5879,8897,5549,5600,5072,5042,4596
Gaya,No,Y201409,9706,16,,,,,,,,,,696,7692,7864,7345,7436,8186,7859,8077,10015,8375,7796,7868,0,0,0,7525,7657,4624,5056,4774,4714,4344
Gaya,No,Y201410,8455,18,,,,,,,,,,562,7320,7794,6414,6245,9326,7759,7639,9508,9287,7736,7418,0,0,4,6323,7180,4039,4383,5110,5032,4587
Gaya,No,Y201411,8625,130,,,,,,,,,,437,6834,10089,7772,6767,11046,9026,7785,10059,11050,9021,7858,0,0,0,6360,9025,5275,4798,4800,4724,4343
Gaya,No,Y201412,8259,76,,,,,,,,,,505,6940,10526,10216,8595,17124,15455,9261,9851,10628,10897,9187,0,18,0,6180,7785,5752,6053,5242,5173,4475
Gaya,No,Y201501,8086,33,,,,,,,,,,492,5913,9221,9590,9288,2422,9629,9410,8607,2726,9864,9914,7390,270,235,4664,6791,6085,6299,4784,4734,4338
Gaya,No,Y201502,9342,132,,,,,,,,,,444,5616,8841,8213,8345,933,4774,8591,7888,848,4755,8879,9375,4805,46,4458,5917,6006,6775,4764,4601,4288
Gaya,No,Y201503,9537,19,,,,,,,,,,341,4759,8887,10057,9278,568,2351,6282,6979,230,2019,5883,8834,8598,3966,3995,4270,4101,7128,4767,4692,4328
Gaya,No,Y201504,10035,20,,,,,,,,,,285,4693,8703,9290,9694,373,1437,3658,7289,116,1452,3709,8708,8083,6484,3569,8920,9710,9709,5308,5258,4807
Gaya,No,Y201505,10456,10,,,,,,,,,,312,4817,6550,8998,9319,400,894,2300,6180,15,777,2101,6749,8528,7580,3680,9216,7643,8171,5226,5140,4783
Gaya,No,Y201506,11063,19,,,,,,,,,,345,4648,6334,7067,8408,221,497,1216,6102,84,486,1129,6366,6757,7544,3542,8713,6428,7106,4993,4912,4506
Gaya,No,Y201507,11285,19,,,,,,,,,,389,6491,7047,7090,8116,26,362,1040,8151,33,408,1203,7038,7004,7358,4857,10249,6768,7672,5180,5169,4731
Gaya,No,Y201508,9076,12,,,,,,,,,,526,7121,6381,6344,6520,235,211,630,8758,60,137,513,6724,6681,6499,5972,9107,5847,5963,4955,4705,4144
Gaya,No,Y201509,9536,8,1,,,,,,,,1,484,7377,7896,6375,6161,15,105,324,10432,135,131,278,8529,6749,6350,6546,9924,5985,6019,5338,5022,4384
Gaya,No,Y201510,8648,0,3,,1,,,,,1,,627,7593,10101,7801,6794,199,251,302,11281,87,207,263,10410,8104,6965,7000,10392,6987,6746,5348,5077,4690
Gaya,No,Y201511,7404,0,,,,,,1,,1,,611,7328,9616,7986,6447,265,278,335,10364,113,136,160,10059,8087,6715,6402,8401,5755,5973,5187,4872,4461
Gaya,No,Y201512,8576,2,,,,,,,,,,593,6835,11184,10103,8103,28,50,38,11314,146,160,173,11009,10185,8259,6100,8246,7803,7948,5295,5089,4647
Gaya,No,Y201601,8492,4,,,,,,,,1,5,576,6544,10689,10326,9507,341,328,344,9624,251,190,228,10983,10665,9681,5636,6384,6903,7839,5296,5051,4661
Gaya,No,Y201602,9413,9,,,,,,,,1,2,455,5664,9675,10049,9576,13,9,31,8837,1,18,45,9983,10496,9960,5099,7555,8574,8869,5153,4929,4571
Gaya,No,Y201603,9236,12,,,,1,,,,,,439,4829,9371,10504,10099,0,0,13,7508,3,6,37,9488,10728,10567,4621,7714,9376,9527,5239,5014,4629
Gaya,No,Y201604,9541,10,,,,,,,,,,521,4809,7412,8381,8824,101,0,3,7064,0,0,5,8006,9170,9703,4054,7301,8600,8116,5305,5088,4569
Gaya,No,Y201605,12454,11,,,,,,,,2,,450,4744,7741,8740,9770,0,0,37,7738,1,2,25,7864,9356,10222,4606,8906,9331,9468,5136,4914,4526
Gaya,No,Y201606,11980,11,,1,,,,,,1,,476,4575,7406,8080,8952,83,84,82,7358,8,6,7,7956,8710,9732,4494,10093,9204,9149,5410,5207,4913
Gaya,No,Y201607,11932,12,,,,,,,,3,,664,5826,5799,6140,6650,56,60,97,7963,0,3,2,7237,7890,8661,4914,10971,9526,7433,5372,5356,4791
Gaya,No,Y201608,11180,14,,,,,,,,,,787,7100,7057,7146,7647,61,50,100,9758,0,1,2,7294,7388,8199,6185,10750,8041,7529,5271,5227,4645
Gaya,No,Y201609,9573,12,,,1,,,,,1,,718,6749,7811,6565,7175,33,0,0,10173,0,0,4,8154,7050,7755,6057,10215,7557,7083,5221,5103,4574
Gaya,No,Y201610,8558,9,,,,,,,,,,723,7002,9413,7355,7047,14,0,0,10019,19,2,0,9743,7759,7409,6126,10528,7221,7012,5124,5080,4533
Gaya,No,Y201611,7507,5,,,,,,,,,,787,6622,10031,9240,7774,12,0,0,10663,8,0,0,10403,9482,7902,6672,9302,7408,7624,5265,5232,4711
Gaya,No,Y201612,8554,13,,,1,,,,,,,604,6984,10874,10295,9290,115,0,2,11157,39,1,2,11518,10749,9738,6621,8867,9149,9953,5315,5287,4822
Gaya,No,Y201701,9005,5,,,,,,,,,,611,6615,9813,10216,9204,55,0,0,10181,46,0,0,10381,10751,9731,6048,7467,8699,8283,5111,5086,4570
Gaya,No,Y201702,10018,4,,,,,,,,,,506,5085,9416,9564,9504,57,0,2,8371,0,0,2,9648,9881,9711,5111,7070,8862,8856,5158,5097,4599
Gaya,No,Y201703,10713,2,,,,,,,,,1,416,4774,8663,8911,8980,32,42,144,6812,60,0,16,9378,9277,9455,3869,6739,9207,9031,5144,5112,4823
Gaya,No,Y201704,11408,19,19,3,17,0,0,0,0,1,0,387,4824,7925,8572,8659,0,0,0,7139,5,0,0,8189,8742,8752,4612,869,8554,8936,4871,4774,4242
Gaya,No,Y201705,11438,17,2,0,0,0,0,1,0,1,0,356,4894,6608,8657,7907,0,0,0,6753,0,0,0,6802,8077,8068,4503,909,6795,6505,5121,5029,4499
Gaya,No,Y201706,13355,9,17,0,0,0,0,0,0,3,0,394,4955,7861,8294,9260,0,0,0,7462,1,0,0,7876,8517,9444,4373,1470,8553,8645,5297,5200,4626
Gaya,No,Y201707,13422,7,19,0,1,0,0,0,0,2,0,443,5945,7662,8102,8523,0,0,0,8558,1,4,39,7722,8168,8743,5351,1476,7683,7817,5212,5069,4538
Gaya,No,Y201708,12117,9,16,1,1,2,0,1,1,5,1,599,7358,7152,7715,8747,0,0,0,10375,55,0,38,7239,7853,7703,6652,1674,7023,6557,5189,5120,4582
Gaya,No,Y201709,11687,0,18,1,0,1,0,0,0,4,0,657,7376,8382,7671,7906,0,0,0,11103,47,0,0,8413,7723,7903,6818,1253,5793,6757,5204,5107,4657
Gaya,No,Y201710,10143,36,19,0,0,0,0,2,0,6,0,740,7565,9809,7547,7020,0,0,0,10918,53,21,18,9827,7628,7232,6877,1534,6792,7483,5101,5010,4481
Gaya,No,Y201711,10200,9,12,0,0,0,0,0,0,3,0,652,7136,10961,9346,7826,0,0,0,11426,124,30,9,11128,9556,7969,6731,1817,7874,7785,5318,5206,4680
Gaya,No,Y201712,9007,33,14,3,0,0,0,0,0,2,0,601,6661,10969,11234,9281,0,0,0,10816,25,8,4,11202,11494,9428,6418,1820,7724,8092,5432,5309,4623
Gaya,No,Y201801,10175,32,11,0,0,0,1,6,0,10,0,579,6183,11141,11754,10564,0,0,0,10104,28,20,13,11393,11523,10789,5719,1594,9016,9035,5396,5325,4788
Gaya,No,Y201802,10863,33,10,0,0,1,1,2,1,8,0,426,5273,10544,11217,10604,0,0,0,8886,17,14,10,10692,11379,10709,4809,1400,8892,9125,5097,5091,4782
Gaya,No,Y201803,10620,46,13,1,0,2,0,2,2,8,0,409,4945,9374,9971,10116,0,0,0,7892,23,26,3,9606,10238,10344,5271,899,6951,8142,5058,5001,4708
Gaya,No,Y201804,10665,14,2,0,0,3,0,0,0,12,0,381,4681,8285,8802,9327,56,36,41,6762,0,0,0,8349,8858,9346,4200,1113,8891,8776,4735,4703,4445
Gaya,No,Y201805,12137,21,6,0,1,2,0,0,0,16,0,379,4655,7767,9485,9846,77,64,77,7173,0,0,0,7775,9505,10093,3862,922,8264,8841,4976,4956,4653
Gaya,No,Y201806,13724,19,5,1,0,1,0,1,0,7,0,331,4181,7943,8806,9543,48,10,14,6671,0,0,0,7940,8709,9550,3713,988,8075,9161,4968,4946,4672
Gaya,No,Y201807,14952,21,6,0,0,1,0,0,0,12,0,502,5365,9265,9765,10412,18,1,21,8641,0,1,0,9241,9757,10399,4664,1010,9684,10535,5245,5257,5009
Gaya,No,Y201808,10931,44,15,0,1,1,0,1,0,11,0,557,6790,7197,8721,8820,0,0,0,9220,4,4,0,7199,8704,8869,6377,533,5071,6592,5493,5481,5207
Gaya,No,Y201809,10498,49,3,1,1,1,0,0,0,10,0,651,7338,7290,6632,7250,7,21,0,10898,69,42,28,8264,7473,8150,6233,900,6191,5990,5288,5256,4993
Gaya,No,Y201810,9485,43,3,0,0,3,1,0,0,16,0,764,7331,8647,7082,6501,17,21,0,10835,24,22,1,9477,7690,6976,6295,821,6615,6616,4916,4890,4668
